NM_001001398	ENSDARG00000009351	ENSDART00000016591
NM_205630	ENSDARG00000026762	ENSDART00000033132
NM_205631	ENSDARG00000004282	ENSDART00000005923
NM_205632	ENSDARG00000099880	ENSDART00000166354
NM_205632	ENSDARG00000110548	ENSDART00000193939
NM_205633	ENSDARG00000099720	ENSDART00000169692
NM_205634	ENSDARG00000098583	ENSDART00000172302
NM_205635	ENSDARG00000007886	ENSDART00000158350
NM_205636	ENSDARG00000022939	ENSDART00000032877
NM_205637	ENSDARG00000005989	ENSDART00000138881
NM_205637	ENSDARG00000114367	ENSDART00000010604
NM_205638	ENSDARG00000008278	ENSDART00000002961
NM_205639	ENSDARG00000024967	ENSDART00000039369
NM_205639	ENSDARG00000113462	ENSDART00000179817
NM_205640	ENSDARG00000086189	ENSDART00000149622
NM_205641	ENSDARG00000034777	ENSDART00000046995
NM_205642	ENSDARG00000088366	ENSDART00000105604
NM_205643	ENSDARG00000029230	ENSDART00000041993
NM_205644	ENSDARG00000091756	ENSDART00000124040
NM_205645	ENSDARG00000032780	ENSDART00000050070
NM_205646	ENSDARG00000097718	ENSDART00000160914
NM_205647	ENSDARG00000017337	ENSDART00000016677
NM_205648	ENSDARG00000098746	ENSDART00000160431
NM_205649	ENSDARG00000042646	ENSDART00000132665
NM_205649	ENSDARG00000111499	ENSDART00000184086
NM_205650	ENSDARG00000068629	ENSDART00000154993
NM_205651	ENSDARG00000077368	ENSDART00000193627
NM_205652	ENSDARG00000099151	ENSDART00000157723
NM_205653	ENSDARG00000008218	ENSDART00000147542
NM_205654	ENSDARG00000044545	ENSDART00000145013
NM_205655	ENSDARG00000040942	ENSDART00000060001
NM_205655	ENSDARG00000114753	ENSDART00000193334
NM_205656	ENSDARG00000009074	ENSDART00000016913
NM_205657	ENSDARG00000100264	ENSDART00000170646
NM_205658	ENSDARG00000039268	ENSDART00000173433
NM_205659	ENSDARG00000032932	ENSDART00000050018
NM_205659	ENSDARG00000109531	ENSDART00000190355
NM_205660	ENSDARG00000103712	ENSDART00000162246
NM_205661	ENSDARG00000092154	ENSDART00000064969
NM_205662	ENSDARG00000009685	ENSDART00000160183
NM_205663	ENSDARG00000009653	ENSDART00000151613
NM_205665	ENSDARG00000046072	ENSDART00000067734
NM_205667	ENSDARG00000011125	ENSDART00000011663
NM_205668	ENSDARG00000054007	ENSDART00000076128
NM_205669	ENSDARG00000025495	ENSDART00000007630
NM_205670	ENSDARG00000056920	ENSDART00000165222
NM_205672	ENSDARG00000013784	ENSDART00000020259
NM_205673	ENSDARG00000035325	ENSDART00000051185
NM_205673	ENSDARG00000110705	ENSDART00000158394
NM_205674	ENSDARG00000027290	ENSDART00000098265
NM_205675	ENSDARG00000070069	ENSDART00000102538
NM_205676	ENSDARG00000005162	ENSDART00000027598
NM_205677	ENSDARG00000056239	ENSDART00000112783
NM_205678	ENSDARG00000056209	ENSDART00000060576
NM_205678	ENSDARG00000115885	ENSDART00000179988
NM_205679	ENSDARG00000038199	ENSDART00000055694
NM_205680	ENSDARG00000046071	ENSDART00000067733
NM_205681	ENSDARG00000100376	ENSDART00000159647
NM_205682	ENSDARG00000013837	ENSDART00000005373
NM_205683	ENSDARG00000004724	ENSDART00000006061
NM_205684	ENSDARG00000040881	ENSDART00000059918
NM_205685	ENSDARG00000019986	ENSDART00000132958
NM_205685	ENSDARG00000109547	ENSDART00000181575
NM_205686	ENSDARG00000002396	ENSDART00000139329
NM_205687	ENSDARG00000040479	ENSDART00000059245
NM_205688	ENSDARG00000099161	ENSDART00000165855
NM_205689	ENSDARG00000011740	ENSDART00000023571
NM_205690	ENSDARG00000045808	ENSDART00000104414
NM_205690	ENSDARG00000109856	ENSDART00000193600
NM_205691	ENSDARG00000019417	ENSDART00000019937
NM_205691	ENSDARG00000117042	ENSDART00000180907
NM_205692	ENSDARG00000036911	ENSDART00000053596
NM_205693	ENSDARG00000030839	ENSDART00000041504
NM_205694	ENSDARG00000035601	ENSDART00000051611
NM_205695	ENSDARG00000042252	ENSDART00000144949
NM_205698	ENSDARG00000035648	ENSDART00000051693
NM_205699	ENSDARG00000018285	ENSDART00000003789
NM_205700	ENSDARG00000014106	ENSDART00000008355
NM_205701	ENSDARG00000036483	ENSDART00000041052
NM_205702	ENSDARG00000056633	ENSDART00000188590
NM_205703	ENSDARG00000086848	ENSDART00000127829
NM_205704	ENSDARG00000101716	ENSDART00000158734
NM_205705	ENSDARG00000043864	ENSDART00000064403
NM_205707	ENSDARG00000002971	ENSDART00000058496
NM_205708	ENSDARG00000003526	ENSDART00000020655
NM_205708	ENSDARG00000116794	ENSDART00000185400
NM_205709	ENSDARG00000075883	ENSDART00000182290
NM_205710	ENSDARG00000016457	ENSDART00000137757
NM_205711	ENSDARG00000040812	ENSDART00000059820
NM_205711	ENSDARG00000110339	ENSDART00000032757
NM_205712	ENSDARG00000026395	ENSDART00000031752
NM_205712	ENSDARG00000116861	ENSDART00000186691
NM_205714	ENSDARG00000096454	ENSDART00000034505
NM_205715	ENSDARG00000100385	ENSDART00000166832
NM_205716	ENSDARG00000029911	ENSDART00000040065
NM_205717	ENSDARG00000013961	ENSDART00000012586
NM_205717	ENSDARG00000110656	ENSDART00000182751
NM_205718	ENSDARG00000008953	ENSDART00000018512
NM_205719	ENSDARG00000015807	ENSDART00000022581
NM_205719	ENSDARG00000114826	ENSDART00000192975
NM_205720	ENSDARG00000051857	ENSDART00000073564
NM_205722	ENSDARG00000036868	ENSDART00000053534
NM_205723	ENSDARG00000027200	ENSDART00000039485
NM_205724	ENSDARG00000075172	ENSDART00000113643
NM_205725	ENSDARG00000102657	ENSDART00000160479
NM_205727	ENSDARG00000016022	ENSDART00000022204
NM_205728	ENSDARG00000052131	ENSDART00000058992
NM_205729	ENSDARG00000033160	ENSDART00000126282
NM_205730	ENSDARG00000032714	ENSDART00000044735
NM_205730	ENSDARG00000111658	ENSDART00000185463
NM_205731	ENSDARG00000052739	ENSDART00000074639
NM_205731	ENSDARG00000114581	ENSDART00000193129
NM_205733	ENSDARG00000040959	ENSDART00000172033
NM_205734	ENSDARG00000069640	ENSDART00000101489
NM_205735	ENSDARG00000010583	ENSDART00000056402
NM_205736	ENSDARG00000063583	ENSDART00000130761
NM_205738	ENSDARG00000024141	ENSDART00000032527
NM_205739	ENSDARG00000005500	ENSDART00000026747
NM_205740	ENSDARG00000104361	ENSDART00000165609
NM_205740	ENSDARG00000114681	ENSDART00000186209
NM_205740	ENSDARG00000115723	ENSDART00000190933
NM_205743	ENSDARG00000054533	ENSDART00000138182
NM_205744	ENSDARG00000017661	ENSDART00000023894
NM_205745	ENSDARG00000040453	ENSDART00000059209
NM_205746	ENSDARG00000098645	ENSDART00000162588
NM_205746	ENSDARG00000114128	ENSDART00000186487
NM_205747	ENSDARG00000043249	ENSDART00000158742
NM_205748	ENSDARG00000086425	ENSDART00000126154
NM_205748	ENSDARG00000116776	ENSDART00000081288
NM_205749	ENSDARG00000099441	ENSDART00000158791
NM_205750	ENSDARG00000004305	ENSDART00000036926
NM_205751	ENSDARG00000099144	ENSDART00000169966
NM_205752	ENSDARG00000091902	ENSDART00000182782
NM_205754	ENSDARG00000015628	ENSDART00000019003
NM_205754	ENSDARG00000109675	ENSDART00000192785
NM_205756	ENSDARG00000010423	ENSDART00000109463
NM_205757	ENSDARG00000031761	ENSDART00000139732
NM_205758	ENSDARG00000009585	ENSDART00000053858
NM_205759	ENSDARG00000071116	ENSDART00000104933
NM_205760	ENSDARG00000098443	ENSDART00000168801
NM_205761	ENSDARG00000007349	ENSDART00000177635
NM_205762	ENSDARG00000003963	ENSDART00000016024
NM_205762	ENSDARG00000109586	ENSDART00000184122
NM_205766	ENSDARG00000044949	ENSDART00000066072
NM_206829	ENSDARG00000045620	ENSDART00000067086
NM_206830	ENSDARG00000055291	ENSDART00000077631
NM_206830	ENSDARG00000111917	ENSDART00000186709
NM_206888	ENSDARG00000030759	ENSDART00000047728
NM_207048	ENSDARG00000105046	ENSDART00000167177
NM_207049	ENSDARG00000015722	ENSDART00000020168
NM_207050	ENSDARG00000020948	ENSDART00000018017
NM_207051	ENSDARG00000009390	ENSDART00000011258
NM_207052	ENSDARG00000018524	ENSDART00000003929
NM_207053	ENSDARG00000006758	ENSDART00000089646
NM_207054	ENSDARG00000007387	ENSDART00000130270
NM_207055	ENSDARG00000021806	ENSDART00000142674
NM_207055	ENSDARG00000116819	ENSDART00000182801
NM_207056	ENSDARG00000102176	ENSDART00000171570
NM_207056	ENSDARG00000109274	ENSDART00000188984
NM_207057	ENSDARG00000058861	ENSDART00000081801
NM_207059	ENSDARG00000023713	ENSDART00000032459
NM_207060	ENSDARG00000012450	ENSDART00000111753
NM_207061	ENSDARG00000098486	ENSDART00000172021
NM_207062	ENSDARG00000015312	ENSDART00000012873
NM_207062	ENSDARG00000115152	ENSDART00000182784
NM_207063	ENSDARG00000101037	ENSDART00000167179
NM_207064	ENSDARG00000019342	ENSDART00000015391
NM_207065	ENSDARG00000056400	ENSDART00000078889
NM_207066	ENSDARG00000058367	ENSDART00000081228
NM_207067	ENSDARG00000055357	ENSDART00000077694
NM_207068	ENSDARG00000070029	ENSDART00000102434
NM_207069	ENSDARG00000078014	ENSDART00000148728
NM_207070	ENSDARG00000007406	ENSDART00000002384
NM_207071	ENSDARG00000070278	ENSDART00000102993
NM_207071	ENSDARG00000112383	ENSDART00000180272
NM_207072	ENSDARG00000020345	ENSDART00000144557
NM_207073	ENSDARG00000099724	ENSDART00000157510
NM_207074	ENSDARG00000098600	ENSDART00000165261
NM_207076	ENSDARG00000026400	ENSDART00000128350
NM_207077	ENSDARG00000055523	ENSDART00000077887
NM_207078	ENSDARG00000045417	ENSDART00000066784
NM_207079	ENSDARG00000007916	ENSDART00000050245
NM_207080	ENSDARG00000078653	ENSDART00000114682
NM_207083	ENSDARG00000114425	ENSDART00000192820
NM_207085	ENSDARG00000104448	ENSDART00000158159
NM_207086	ENSDARG00000053518	ENSDART00000075551
NM_207087	ENSDARG00000040584	ENSDART00000059402
NM_207087	ENSDARG00000114813	ENSDART00000183679
NM_207088	ENSDARG00000070686	ENSDART00000104051
NM_207089	ENSDARG00000003259	ENSDART00000125407
NM_207090	ENSDARG00000100409	ENSDART00000163982
NM_207091	ENSDARG00000035549	ENSDART00000051529
NM_207091	ENSDARG00000110518	ENSDART00000186084
NM_207093	ENSDARG00000086453	ENSDART00000126630
NM_207094	ENSDARG00000103651	ENSDART00000161484
NM_207095	ENSDARG00000026473	ENSDART00000036124
NM_207098	ENSDARG00000030335	ENSDART00000041549
NM_207099	ENSDARG00000038467	ENSDART00000056138
NM_207100	ENSDARG00000068291	ENSDART00000098712
NM_207101	ENSDARG00000102061	ENSDART00000159165
NM_207101	ENSDARG00000114032	ENSDART00000185693
NM_207167	ENSDARG00000032836	ENSDART00000055068
NM_207182	ENSDARG00000000086	ENSDART00000160817
NM_207184	ENSDARG00000101831	ENSDART00000162474
NM_207185	ENSDARG00000101831	ENSDART00000161774
NM_207637	ENSDARG00000040841	ENSDART00000059869
NM_207637	ENSDARG00000111717	ENSDART00000183523
NM_207637	ENSDARG00000114002	ENSDART00000181509
NM_207638	ENSDARG00000102096	ENSDART00000169311
NM_207639	ENSDARG00000069669	ENSDART00000101562
NM_207639	ENSDARG00000109788	ENSDART00000188270
NM_207639	ENSDARG00000110072	ENSDART00000190831
NM_207640	ENSDARG00000025607	ENSDART00000029849
NM_207641	ENSDARG00000014479	ENSDART00000021987
NM_207642	ENSDARG00000021889	ENSDART00000145627
NM_207642	ENSDARG00000116798	ENSDART00000183733
NM_212434	ENSDARG00000042846	ENSDART00000062887
NM_212439	ENSDARG00000012499	ENSDART00000011082
NM_212560	ENSDARG00000052907	ENSDART00000190477
NM_212560	ENSDARG00000111533	ENSDART00000193965
NM_212561	ENSDARG00000070538	ENSDART00000103640
NM_212562	ENSDARG00000056600	ENSDART00000079115
NM_212563	ENSDARG00000036090	ENSDART00000052393
NM_212564	ENSDARG00000087554	ENSDART00000122407
NM_212564	ENSDARG00000110840	ENSDART00000188516
NM_212565	ENSDARG00000019307	ENSDART00000020249
NM_212565	ENSDARG00000110831	ENSDART00000193588
NM_212566	ENSDARG00000037640	ENSDART00000054823
NM_212567	ENSDARG00000024204	ENSDART00000018304
NM_212568	ENSDARG00000032651	ENSDART00000144121
NM_212569	ENSDARG00000101180	ENSDART00000169523
NM_212570	ENSDARG00000039577	ENSDART00000161579
NM_212571	ENSDARG00000099729	ENSDART00000180121
NM_212572	ENSDARG00000037846	ENSDART00000128433
NM_212573	ENSDARG00000011879	ENSDART00000026567
NM_212575	ENSDARG00000029415	ENSDART00000041858
NM_212576	ENSDARG00000008816	ENSDART00000016946
NM_212576	ENSDARG00000114252	ENSDART00000165617
NM_212577	ENSDARG00000002790	ENSDART00000046587
NM_212578	ENSDARG00000055314	ENSDART00000168099
NM_212579	ENSDARG00000024492	ENSDART00000035093
NM_212580	ENSDARG00000042029	ENSDART00000183716
NM_212580	ENSDARG00000061810	ENSDART00000048775
NM_212581	ENSDARG00000005454	ENSDART00000002750
NM_212582	ENSDARG00000023920	ENSDART00000034550
NM_212583	ENSDARG00000058257	ENSDART00000062257
NM_212583	ENSDARG00000112079	ENSDART00000191509
NM_212584	ENSDARG00000007836	ENSDART00000184237
NM_212585	ENSDARG00000051888	ENSDART00000073596
NM_212586	ENSDARG00000036510	ENSDART00000053045
NM_212587	ENSDARG00000007960	ENSDART00000148447
NM_212588	ENSDARG00000010641	ENSDART00000039969
NM_212589	ENSDARG00000005551	ENSDART00000015636
NM_212590	ENSDARG00000070644	ENSDART00000103934
NM_212590	ENSDARG00000112925	ENSDART00000185877
NM_212591	ENSDARG00000044811	ENSDART00000065859
NM_212591	ENSDARG00000111590	ENSDART00000183640
NM_212592	ENSDARG00000024478	ENSDART00000028617
NM_212593	ENSDARG00000035023	ENSDART00000161833
NM_212594	ENSDARG00000011999	ENSDART00000191964
NM_212595	ENSDARG00000029058	ENSDART00000048144
NM_212596	ENSDARG00000005926	ENSDART00000003167
NM_212597	ENSDARG00000069422	ENSDART00000101037
NM_212598	ENSDARG00000014244	ENSDART00000128730
NM_212599	ENSDARG00000105177	ENSDART00000162317
NM_212600	ENSDARG00000016710	ENSDART00000003273
NM_212600	ENSDARG00000109668	ENSDART00000187051
NM_212600	ENSDARG00000115626	ENSDART00000179976
NM_212601	ENSDARG00000056235	ENSDART00000031547
NM_212601	ENSDARG00000117084	ENSDART00000193732
NM_212602	ENSDARG00000100317	ENSDART00000157530
NM_212603	ENSDARG00000023330	ENSDART00000102500
NM_212604	ENSDARG00000074301	ENSDART00000138351
NM_212605	ENSDARG00000006399	ENSDART00000032306
NM_212605	ENSDARG00000109636	ENSDART00000189061
NM_212605	ENSDARG00000109789	ENSDART00000184458
NM_212606	ENSDARG00000068191	ENSDART00000098453
NM_212606	ENSDARG00000112512	ENSDART00000193763
NM_212606	ENSDARG00000116974	ENSDART00000192312
NM_212607	ENSDARG00000090309	ENSDART00000126979
NM_212608	ENSDARG00000017422	ENSDART00000025910
NM_212609	ENSDARG00000090454	ENSDART00000184212
NM_212610	ENSDARG00000015208	ENSDART00000131059
NM_212611	ENSDARG00000016687	ENSDART00000023089
NM_212612	ENSDARG00000038068	ENSDART00000055492
NM_212613	ENSDARG00000045399	ENSDART00000066760
NM_212614	ENSDARG00000006837	ENSDART00000024104
NM_212615	ENSDARG00000016867	ENSDART00000021462
NM_212616	ENSDARG00000110147	ENSDART00000180089
NM_212617	ENSDARG00000042796	ENSDART00000062811
NM_212618	ENSDARG00000090428	ENSDART00000037346
NM_212618	ENSDARG00000110297	ENSDART00000188780
NM_212619	ENSDARG00000005842	ENSDART00000019571
NM_212620	ENSDARG00000045180	ENSDART00000177923
NM_212621	ENSDARG00000052170	ENSDART00000073970
NM_212622	ENSDARG00000026764	ENSDART00000028565
NM_212623	ENSDARG00000010445	ENSDART00000008035
NM_212624	ENSDARG00000014572	ENSDART00000016658
NM_212625	ENSDARG00000058473	ENSDART00000146715
NM_212626	ENSDARG00000010721	ENSDART00000137997
NM_212626	ENSDARG00000111819	ENSDART00000162108
NM_212627	ENSDARG00000043857	ENSDART00000064393
NM_212628	ENSDARG00000052536	ENSDART00000074400
NM_212628	ENSDARG00000114478	ENSDART00000186252
NM_212629	ENSDARG00000005536	ENSDART00000024595
NM_212630	ENSDARG00000020465	ENSDART00000127773
NM_212631	ENSDARG00000011196	ENSDART00000016096
NM_212631	ENSDARG00000109540	ENSDART00000186433
NM_212632	ENSDARG00000092546	ENSDART00000066393
NM_212632	ENSDARG00000116115	ENSDART00000181202
NM_212633	ENSDARG00000007566	ENSDART00000002824
NM_212634	ENSDARG00000058538	ENSDART00000101204
NM_212635	ENSDARG00000031770	ENSDART00000004896
NM_212636	ENSDARG00000057867	ENSDART00000051807
NM_212638	ENSDARG00000006642	ENSDART00000025285
NM_212639	ENSDARG00000043031	ENSDART00000170203
NM_212640	ENSDARG00000104431	ENSDART00000167643
NM_212641	ENSDARG00000070657	ENSDART00000016248
NM_212641	ENSDARG00000115881	ENSDART00000161143
NM_212642	ENSDARG00000015352	ENSDART00000162150
NM_212643	ENSDARG00000037517	ENSDART00000109899
NM_212643	ENSDARG00000114428	ENSDART00000181272
NM_212644	ENSDARG00000003789	ENSDART00000033053
NM_212645	ENSDARG00000089302	ENSDART00000122660
NM_212646	ENSDARG00000030038	ENSDART00000044125
NM_212647	ENSDARG00000070435	ENSDART00000103357
NM_212647	ENSDARG00000112097	ENSDART00000185640
NM_212648	ENSDARG00000056184	ENSDART00000012450
NM_212649	ENSDARG00000028259	ENSDART00000031625
NM_212650	ENSDARG00000017886	ENSDART00000110288
NM_212651	ENSDARG00000103747	ENSDART00000170841
NM_212652	ENSDARG00000071087	ENSDART00000104888
NM_212653	ENSDARG00000008188	ENSDART00000126037
NM_212654	ENSDARG00000035986	ENSDART00000052239
NM_212655	ENSDARG00000091367	ENSDART00000192468
NM_212656	ENSDARG00000074094	ENSDART00000114314
NM_212657	ENSDARG00000011000	ENSDART00000006443
NM_212658	ENSDARG00000103013	ENSDART00000163077
NM_212659	ENSDARG00000039363	ENSDART00000057525
NM_212660	ENSDARG00000008255	ENSDART00000031028
NM_212660	ENSDARG00000111735	ENSDART00000185756
NM_212661	ENSDARG00000019098	ENSDART00000149426
NM_212662	ENSDARG00000088347	ENSDART00000124104
NM_212663	ENSDARG00000026070	ENSDART00000147886
NM_212664	ENSDARG00000056856	ENSDART00000040727
NM_212665	ENSDARG00000010745	ENSDART00000018735
NM_212666	ENSDARG00000077121	ENSDART00000110347
NM_212667	ENSDARG00000015918	ENSDART00000016502
NM_212668	ENSDARG00000027183	ENSDART00000037894
NM_212669	ENSDARG00000000690	ENSDART00000000744
NM_212671	ENSDARG00000075682	ENSDART00000113732
NM_212672	ENSDARG00000020847	ENSDART00000017646
NM_212673	ENSDARG00000015575	ENSDART00000018676
NM_212674	ENSDARG00000010281	ENSDART00000138554
NM_212674	ENSDARG00000109463	ENSDART00000160365
NM_212675	ENSDARG00000053047	ENSDART00000075009
NM_212676	ENSDARG00000042533	ENSDART00000049793
NM_212677	ENSDARG00000024090	ENSDART00000148210
NM_212677	ENSDARG00000114838	ENSDART00000038847
NM_212678	ENSDARG00000079027	ENSDART00000104536
NM_212679	ENSDARG00000004060	ENSDART00000026017
NM_212680	ENSDARG00000069912	ENSDART00000080536
NM_212681	ENSDARG00000004956	ENSDART00000007412
NM_212682	ENSDARG00000103340	ENSDART00000158935
NM_212683	ENSDARG00000034600	ENSDART00000047624
NM_212684	ENSDARG00000011597	ENSDART00000133168
NM_212684	ENSDARG00000112336	ENSDART00000191436
NM_212685	ENSDARG00000005891	ENSDART00000014153
NM_212686	ENSDARG00000099532	ENSDART00000160468
NM_212686	ENSDARG00000113955	ENSDART00000186271
NM_212687	ENSDARG00000004297	ENSDART00000015418
NM_212688	ENSDARG00000041108	ENSDART00000060245
NM_212689	ENSDARG00000054749	ENSDART00000076997
NM_212689	ENSDARG00000115402	ENSDART00000181973
NM_212690	ENSDARG00000042728	ENSDART00000062704
NM_212691	ENSDARG00000012513	ENSDART00000020810
NM_212691	ENSDARG00000113289	ENSDART00000186531
NM_212691	ENSDARG00000115159	ENSDART00000190511
NM_212692	ENSDARG00000038290	ENSDART00000055845
NM_212693	ENSDARG00000022832	ENSDART00000029380
NM_212693	ENSDARG00000117207	ENSDART00000186604
NM_212694	ENSDARG00000025576	ENSDART00000137736
NM_212695	ENSDARG00000037361	ENSDART00000054367
NM_212696	ENSDARG00000037291	ENSDART00000054243
NM_212696	ENSDARG00000112198	ENSDART00000158962
NM_212697	ENSDARG00000034240	ENSDART00000046973
NM_212698	ENSDARG00000029615	ENSDART00000102510
NM_212699	ENSDARG00000075989	ENSDART00000099803
NM_212700	ENSDARG00000007347	ENSDART00000013007
NM_212701	ENSDARG00000009134	ENSDART00000131806
NM_212702	ENSDARG00000100129	ENSDART00000168030
NM_212703	ENSDARG00000013670	ENSDART00000100032
NM_212704	ENSDARG00000099996	ENSDART00000163500
NM_212705	ENSDARG00000055885	ENSDART00000078283
NM_212707	ENSDARG00000000068	ENSDART00000000069
NM_212707	ENSDARG00000109893	ENSDART00000191875
NM_212708	ENSDARG00000045051	ENSDART00000066233
NM_212709	ENSDARG00000044691	ENSDART00000065670
NM_212709	ENSDARG00000110639	ENSDART00000186251
NM_212709	ENSDARG00000114900	ENSDART00000186479
NM_212710	ENSDARG00000071566	ENSDART00000092906
NM_212711	ENSDARG00000008292	ENSDART00000023833
NM_212713	ENSDARG00000016447	ENSDART00000025171
NM_212714	ENSDARG00000092305	ENSDART00000078014
NM_212714	ENSDARG00000112927	ENSDART00000192008
NM_212714	ENSDARG00000117099	ENSDART00000189904
NM_212715	ENSDARG00000014582	ENSDART00000009347
NM_212715	ENSDARG00000114378	ENSDART00000186465
NM_212715	ENSDARG00000117037	ENSDART00000191201
NM_212717	ENSDARG00000077847	ENSDART00000154542
NM_212718	ENSDARG00000069251	ENSDART00000192621
NM_212720	ENSDARG00000001975	ENSDART00000141211
NM_212721	ENSDARG00000023028	ENSDART00000036204
NM_212722	ENSDARG00000022456	ENSDART00000009337
NM_212722	ENSDARG00000116458	ENSDART00000103842
NM_212723	ENSDARG00000011373	ENSDART00000027782
NM_212724	ENSDARG00000018426	ENSDART00000122540
NM_212725	ENSDARG00000056152	ENSDART00000100867
NM_212726	ENSDARG00000029695	ENSDART00000039693
NM_212726	ENSDARG00000114512	ENSDART00000181439
NM_212727	ENSDARG00000008805	ENSDART00000047857
NM_212728	ENSDARG00000003866	ENSDART00000019743
NM_212728	ENSDARG00000115213	ENSDART00000184300
NM_212729	ENSDARG00000008200	ENSDART00000140467
NM_212729	ENSDARG00000110864	ENSDART00000182768
NM_212730	ENSDARG00000017960	ENSDART00000036649
NM_212731	ENSDARG00000012672	ENSDART00000016488
NM_212731	ENSDARG00000109689	ENSDART00000184602
NM_212731	ENSDARG00000115211	ENSDART00000192786
NM_212732	ENSDARG00000057513	ENSDART00000154813
NM_212733	ENSDARG00000027154	ENSDART00000028946
NM_212734	ENSDARG00000016856	ENSDART00000008326
NM_212735	ENSDARG00000017842	ENSDART00000143454
NM_212736	ENSDARG00000014218	ENSDART00000123882
NM_212737	ENSDARG00000055290	ENSDART00000077637
NM_212737	ENSDARG00000110905	ENSDART00000184352
NM_212738	ENSDARG00000025081	ENSDART00000105686
NM_212740	ENSDARG00000035890	ENSDART00000052104
NM_212741	ENSDARG00000044023	ENSDART00000064633
NM_212741	ENSDARG00000111711	ENSDART00000179775
NM_212742	ENSDARG00000027187	ENSDART00000140290
NM_212742	ENSDARG00000110821	ENSDART00000191045
NM_212742	ENSDARG00000111825	ENSDART00000192459
NM_212743	ENSDARG00000101406	ENSDART00000166238
NM_212745	ENSDARG00000038306	ENSDART00000143165
NM_212746	ENSDARG00000091127	ENSDART00000122429
NM_212747	ENSDARG00000045150	ENSDART00000066391
NM_212747	ENSDARG00000112948	ENSDART00000183230
NM_212748	ENSDARG00000009724	ENSDART00000191714
NM_212749	ENSDARG00000094673	ENSDART00000024009
NM_212750	ENSDARG00000104773	ENSDART00000170917
NM_212751	ENSDARG00000105040	ENSDART00000164776
NM_212752	ENSDARG00000059368	ENSDART00000016916
NM_212752	ENSDARG00000114212	ENSDART00000188327
NM_212752	ENSDARG00000115594	ENSDART00000189454
NM_212753	ENSDARG00000010482	ENSDART00000014785
NM_212754	ENSDARG00000037358	ENSDART00000152346
NM_212755	ENSDARG00000037159	ENSDART00000054037
NM_212756	ENSDARG00000088641	ENSDART00000051970
NM_212757	ENSDARG00000032575	ENSDART00000041960
NM_212758	ENSDARG00000009212	ENSDART00000025620
NM_212759	ENSDARG00000044345	ENSDART00000065127
NM_212761	ENSDARG00000009978	ENSDART00000004679
NM_212762	ENSDARG00000010160	ENSDART00000172555
NM_212763	ENSDARG00000027345	ENSDART00000031719
NM_212763	ENSDARG00000113465	ENSDART00000175170
NM_212764	ENSDARG00000019941	ENSDART00000004920
NM_212765	ENSDARG00000009953	ENSDART00000011304
NM_212766	ENSDARG00000014817	ENSDART00000002624
NM_212767	ENSDARG00000043357	ENSDART00000063642
NM_212768	ENSDARG00000075952	ENSDART00000159346
NM_212769	ENSDARG00000061774	ENSDART00000088508
NM_212770	ENSDARG00000005185	ENSDART00000124439
NM_212771	ENSDARG00000005049	ENSDART00000138527
NM_212772	ENSDARG00000042708	ENSDART00000062671
NM_212774	ENSDARG00000008969	ENSDART00000011701
NM_212775	ENSDARG00000068404	ENSDART00000078053
NM_212775	ENSDARG00000109716	ENSDART00000193114
NM_212776	ENSDARG00000030236	ENSDART00000122747
NM_212777	ENSDARG00000025071	ENSDART00000028623
NM_212778	ENSDARG00000056381	ENSDART00000181078
NM_212778	ENSDARG00000112459	ENSDART00000184769
NM_212779	ENSDARG00000019521	ENSDART00000111058
NM_212780	ENSDARG00000012827	ENSDART00000019699
NM_212781	ENSDARG00000004378	ENSDART00000188236
NM_212782	ENSDARG00000102362	ENSDART00000171944
NM_212783	ENSDARG00000024433	ENSDART00000028219
NM_212784	ENSDARG00000044093	ENSDART00000064739
NM_212784	ENSDARG00000116541	ENSDART00000180298
NM_212786	ENSDARG00000035556	ENSDART00000051546
NM_212786	ENSDARG00000116641	ENSDART00000163998
NM_212787	ENSDARG00000009629	ENSDART00000019907
NM_212788	ENSDARG00000016607	ENSDART00000014721
NM_212789	ENSDARG00000094857	ENSDART00000146276
NM_212790	ENSDARG00000055510	ENSDART00000113843
NM_212791	ENSDARG00000039429	ENSDART00000057605
NM_212792	ENSDARG00000054271	ENSDART00000076417
NM_212793	ENSDARG00000006065	ENSDART00000140526
NM_212794	ENSDARG00000055530	ENSDART00000077899
NM_212795	ENSDARG00000022813	ENSDART00000036463
NM_212797	ENSDARG00000019747	ENSDART00000008115
NM_212798	ENSDARG00000104278	ENSDART00000166432
NM_212799	ENSDARG00000101984	ENSDART00000157746
NM_212800	ENSDARG00000044417	ENSDART00000065231
NM_212801	ENSDARG00000039211	ENSDART00000057288
NM_212802	ENSDARG00000037397	ENSDART00000137795
NM_212802	ENSDARG00000116441	ENSDART00000189494
NM_212803	ENSDARG00000031819	ENSDART00000040926
NM_212804	ENSDARG00000113367	ENSDART00000181004
NM_212805	ENSDARG00000055632	ENSDART00000043292
NM_212805	ENSDARG00000109489	ENSDART00000185582
NM_212806	ENSDARG00000033566	ENSDART00000043156
NM_212807	ENSDARG00000069737	ENSDART00000124112
NM_212808	ENSDARG00000103834	ENSDART00000172421
NM_212809	ENSDARG00000002021	ENSDART00000022830
NM_212809	ENSDARG00000116450	ENSDART00000182799
NM_212810	ENSDARG00000058203	ENSDART00000081016
NM_212811	ENSDARG00000070477	ENSDART00000103463
